Machine_ID,Temperature,Run_Time,Downtime_Flag
M214,58.1,20,1
M329,20.8,375,1
M106,73.3,96,0
M457,85.8,251,0
M633,36.5,321,0
M086,98.9,326,1
M275,36.3,45,0
M889,43.1,443,0
M977,32.1,12,1
M505,20.2,86,0
M898,56.7,138,0
M901,95.2,19,0
M418,22.6,478,0
M526,64.9,289,0
M509,35.7,457,0
M921,48.7,467,1
M658,95.5,313,1
M194,67.8,371,1
M755,11.9,199,0
M398,38.2,462,0
M631,74.7,137,1
M443,97.9,103,0
M693,75.3,311,1
M753,29.1,352,1
M987,63.8,232,1
M454,10.2,422,0
M998,17.8,42,1
M398,27.1,278,0
M454,36.8,148,0
M630,96.0,387,0
M600,12.5,71,0
M824,14.6,66,0
M205,33.9,280,0
M287,87.2,313,0
M120,15.1,83,0
M454,36.6,364,1
M725,16.2,425,1
M395,21.5,183,1
M054,35.7,346,1
M883,10.4,96,1
M528,27.3,270,0
M672,73.0,324,1
M974,92.8,97,1
M780,16.2,98,1
M328,33.8,451,1
M997,19.8,161,0
M013,41.4,201,1
M191,19.7,38,1
M865,65.4,392,0
M780,89.1,193,0
M565,59.2,350,1
M046,89.0,330,0
M582,59.1,220,1
M922,51.4,315,0
M259,17.6,38,1
M889,11.6,304,1
M665,35.1,153,0
M398,97.6,467,1
M844,50.9,280,0
M068,97.3,59,1
M505,35.8,439,0
M105,66.9,140,0
M569,10.1,351,1
M838,32.6,458,1
M759,75.1,289,0
M994,96.9,95,1
M787,74.9,63,0
M238,71.0,312,1
M798,93.1,142,1
M793,19.1,478,0
M815,44.4,466,0
M979,61.4,335,1
M010,53.6,308,0
M074,47.3,138,0
M736,63.7,133,1
M155,49.2,118,0
M309,81.9,219,1
M168,24.2,269,0
M882,88.9,350,0
M026,50.5,276,1
M169,23.6,451,0
M1000,22.9,173,0
M366,31.1,203,0
M065,58.7,323,1
M314,86.8,279,0
M703,51.0,97,0
M865,31.8,353,0
M845,34.2,104,0
M389,46.2,147,1
M017,66.0,246,0
M958,26.9,95,1
M901,82.2,102,1
M683,34.6,11,1
M364,95.4,471,1
M419,82.7,190,1
M016,83.1,145,1
M424,67.5,136,0
M622,35.3,159,0
M626,58.3,213,0
M041,85.9,240,1
M445,96.8,271,0
M061,31.2,117,1
M037,92.5,391,1
M971,48.4,193,0
M298,53.4,339,1
M066,19.1,332,0
M326,80.0,108,0
M206,46.9,41,0
M559,40.7,467,0
M738,24.5,393,0
M597,92.9,202,1
M248,34.2,126,0
M111,54.6,453,1
M372,18.3,110,1
M497,91.5,224,0
M063,92.4,199,1
M933,92.5,257,0
M738,78.8,287,1
M184,11.4,372,1
M241,65.5,463,0
M862,35.2,245,0
M518,46.3,345,0
M007,69.4,73,1
M395,62.6,320,0
M225,13.0,395,0
M060,32.2,115,1
M657,64.1,42,0
M301,80.9,377,0
M751,39.0,450,1
M061,71.5,348,1
M087,25.8,292,1
M345,89.0,462,1
M633,89.3,206,0
M195,19.0,44,0
M318,42.0,338,1
M360,80.9,130,0
M152,73.8,285,1
M600,11.8,102,1
M540,18.9,249,0
M348,58.7,13,1
M796,95.5,284,1
M046,33.4,305,0
M235,58.6,303,0
M338,29.6,123,1
M324,74.8,428,1
M972,57.4,424,0
M421,34.6,409,0
M580,20.6,105,1
M905,49.4,328,0
M600,84.5,260,0
M620,15.2,273,0
M359,73.0,172,0
M537,22.0,63,0
M079,88.8,439,0
M802,81.5,446,1
M311,40.4,360,1
M196,35.7,345,0
M751,76.1,448,1
M752,55.3,411,1
M251,70.4,220,1
M099,97.3,441,1
M734,46.2,302,0
M586,79.7,416,1
M706,73.4,219,0
M511,38.8,238,1
M124,52.1,84,0
M064,64.2,287,1
M512,77.3,292,1
M252,79.4,249,0
M390,45.8,338,1
M552,49.7,311,0
M306,25.3,205,1
M389,24.6,319,1
M907,19.9,474,1
M020,69.4,176,1
M291,18.9,52,0
M601,77.5,369,1
M502,62.1,214,1
M378,64.0,444,1
M826,65.2,187,1
M769,58.7,58,1
M878,54.5,231,1
M474,40.5,78,1
M697,98.4,117,1
M600,12.2,20,0
M460,84.1,59,1
M743,68.3,152,0
M923,84.5,330,0
M586,30.1,300,1
M055,31.8,13,1
M845,36.5,248,0
M966,18.3,299,0
M084,97.6,94,1
M908,63.1,312,1
M562,49.4,346,0
M339,71.4,407,1
M292,15.1,228,1
M213,55.8,334,1
M031,16.5,279,0
M203,44.3,470,1
M749,61.5,443,1
M744,69.9,329,1
M940,22.0,11,1
M535,97.2,431,1
M279,47.1,37,0
M452,16.5,96,0
M430,12.2,234,0
M353,71.4,230,1
M222,39.1,437,1
M110,33.4,184,0
M938,54.4,19,1
M206,50.9,53,0
M331,89.5,58,1
M657,74.7,218,1
M596,58.7,274,0
M737,23.0,64,0
M865,33.8,79,1
M320,15.3,225,0
M891,68.1,140,0
M467,96.4,385,1
M448,66.9,198,0
M704,43.5,479,0
M801,15.7,463,0
M016,51.6,439,0
M462,83.1,245,0
M075,68.3,234,1
M462,30.3,394,1
M404,11.5,317,1
M309,84.6,112,0
M088,90.3,441,1
M241,33.8,326,1
M867,51.0,311,0
M400,25.0,73,0
M895,71.7,217,1
M335,96.8,262,0
M864,14.6,479,1
M343,94.6,218,1
M921,32.9,117,1
M368,75.2,285,0
M844,98.7,332,1
M560,71.2,247,1
M597,40.3,268,0
M138,30.7,145,0
M470,17.2,404,1
M174,57.5,197,1
M288,77.9,319,0
M302,14.6,170,0
M900,97.8,220,1
M367,58.8,392,1
M625,66.2,404,1
M933,26.9,391,1
M428,86.8,342,1
M150,90.4,385,1
M704,62.7,256,1
M876,34.6,320,0
M402,85.3,204,0
M030,57.5,193,0
M171,92.4,50,1
M058,31.0,422,0
M947,36.4,397,1
M312,95.6,402,1
M362,88.1,190,1
M486,77.8,305,0
M764,76.0,347,0
M590,86.9,42,1
M861,48.2,125,0
M552,55.0,43,1
M948,16.0,377,1
M242,60.6,166,0
M002,56.9,35,1
M094,44.4,322,0
M245,77.4,179,1
M465,10.9,329,0
M050,90.0,426,0
M101,70.3,402,0
M973,83.4,473,1
M990,86.1,461,1
M474,46.6,124,1
M382,31.6,43,0
M331,34.6,256,1
M689,50.8,354,1
M471,41.7,101,0
M063,44.4,350,0
M948,31.6,95,1
M849,98.6,195,0
M547,33.1,421,1
M781,29.3,268,0
M136,25.2,370,0
M940,76.3,26,1
M117,47.1,376,1
M196,39.5,318,1
M331,75.1,37,1
M333,67.8,182,0
M517,74.9,226,1
M766,87.3,122,0
M446,94.5,91,0
M343,33.1,21,1
M134,31.2,205,0
M717,49.7,338,0
M483,75.0,304,0
M063,55.1,353,1
M556,29.7,401,1
M214,79.8,39,1
M550,27.8,334,1
M065,36.0,467,1
M350,64.6,263,1
M316,13.4,418,1
M026,79.3,448,1
M587,82.9,459,1
M751,34.3,73,1
M858,27.1,116,1
M490,86.6,116,1
M008,83.2,376,0
M219,37.8,133,1
M780,96.6,281,0
M575,66.8,444,0
M323,26.6,211,0
M637,81.8,116,0
M275,70.3,446,1
M911,66.6,471,1
M347,73.3,28,0
M184,65.9,339,1
M596,57.9,389,0
M250,93.6,153,0
M012,35.7,50,1
M485,94.0,365,1
M217,76.0,365,0
M362,48.4,90,0
M035,64.9,334,1
M115,56.7,185,0
M774,55.1,389,1
M877,20.5,193,0
M453,16.6,433,0
M088,53.7,175,1
M257,95.0,311,0
M133,54.2,139,1
M717,33.0,280,0
M364,22.1,357,0
M604,27.1,197,0
M634,87.3,308,0
M767,50.6,247,1
M282,54.5,315,1
M971,82.6,165,1
M461,54.2,158,1
M196,73.6,206,1
M064,44.7,222,1
M255,86.0,228,0
M644,98.7,100,1
M553,29.5,479,1
M433,64.1,384,0
M995,66.9,64,0
M246,23.8,462,1
M596,85.1,215,0
M594,71.1,126,1
M423,94.2,163,0
M982,74.9,463,0
M230,41.1,431,0
M315,74.5,429,1
M071,31.0,356,1
M952,77.6,311,1
M143,90.8,477,1
M661,81.3,133,1
M528,50.6,198,1
M829,97.6,182,0
M141,68.5,288,1
M627,12.0,172,0
M220,96.8,260,1
M767,40.5,437,0
M947,52.8,297,0
M174,23.9,231,1
M396,29.7,408,1
M333,90.2,441,0
M744,70.7,118,1
M318,15.7,52,1
M932,59.2,162,0
M436,95.7,156,0
M921,98.5,337,0
M719,24.4,253,1
M910,39.8,212,1
M503,59.0,196,1
M147,42.3,232,0
M402,67.4,110,1
M191,56.2,150,0
M877,89.6,302,0
M007,27.0,407,1
M753,53.1,181,1
M414,57.8,335,1
M246,96.7,456,1
M042,25.2,379,1
M250,49.4,188,1
M689,63.9,50,1
M142,67.4,334,0
M140,93.7,429,1
M306,80.6,358,1
M788,44.6,17,1
M891,77.4,12,0
M883,65.9,200,0
M206,40.8,31,0
M911,64.0,229,1
M617,19.4,334,1
M568,92.3,118,0
M332,58.5,443,1
M462,67.5,189,1
M434,35.0,449,0
M449,59.6,370,1
M771,27.8,40,1
M498,38.2,250,1
M134,19.1,53,0
M559,84.9,345,1
M326,26.6,253,1
M773,99.6,254,1
M659,67.7,132,0
M312,51.1,336,1
M328,14.1,425,0
M929,44.6,444,0
M563,81.1,365,1
M648,28.8,304,1
M856,15.9,118,0
M804,60.6,140,0
M899,96.2,131,0
M691,44.4,301,0
M987,44.1,325,0
M682,47.7,265,1
M785,48.2,346,1
M628,32.4,126,0
M463,80.4,451,1
M835,26.0,26,1
M693,46.5,228,0
M499,44.6,28,1
M301,52.6,459,1
M227,33.4,417,0
M061,93.2,341,1
M193,17.2,165,0
M199,18.7,29,1
M101,27.2,347,1
M858,67.3,273,0
M301,17.8,475,1
M557,44.3,291,0
M576,49.8,261,1
M670,83.2,102,0
M306,82.6,374,1
M288,28.4,181,1
M262,80.8,471,1
M231,20.1,472,1
M104,40.1,381,0
M478,11.8,405,1
M481,80.9,161,1
M157,83.6,302,1
M663,80.9,367,1
M495,59.1,421,1
M554,33.7,183,0
M531,30.1,12,1
M388,91.8,409,0
M733,23.8,324,0
M735,19.8,271,0
M300,90.7,48,1
M269,30.2,124,1
M482,45.0,474,1
M059,33.0,366,1
M138,78.0,306,1
M110,92.9,101,1
M312,68.8,392,0
M045,63.6,207,1
M485,84.9,472,0
M822,44.6,208,0
M125,52.5,164,1
M645,94.1,452,0
M077,84.6,406,0
M918,52.6,372,0
M419,56.0,388,1
M318,68.6,15,0
M040,70.3,458,0
M110,55.8,180,1
M516,40.9,81,1
M988,63.4,310,0
M671,71.5,213,0
M349,37.6,444,0
M322,97.0,91,1
M413,32.3,255,1
M963,91.6,396,1
M787,12.5,215,1
M664,51.6,398,1
M468,91.2,133,1
M189,57.9,206,1
M937,54.9,12,0
M554,94.5,199,1
M340,40.8,54,0
M794,87.5,88,0
M773,49.3,303,1
M236,71.6,152,1
M202,84.0,201,0
M736,27.7,462,1
M596,37.1,396,0
M993,54.8,361,1
M627,55.4,251,0
M273,87.6,381,0
M729,33.2,124,1
M074,71.9,122,1
M876,82.2,44,1
M129,38.1,204,1
M119,81.5,310,1
M921,23.8,309,0
M097,57.4,252,1
M730,10.2,395,1
M581,42.7,293,1
M926,63.1,141,1
M513,66.3,55,1
M486,42.7,284,1
M050,73.9,239,0
M364,10.9,247,1
M880,70.0,252,0
M991,57.5,292,0
M104,12.9,455,1
M770,24.9,341,1
M261,88.0,243,0
M202,34.7,120,0
M388,27.9,126,1
M394,62.7,246,0
M906,43.5,190,1
M644,36.5,157,0
M111,54.1,54,1
M207,37.9,417,1
M467,79.8,476,0
M493,56.9,202,0
M841,30.6,365,1
M188,53.0,474,1
M102,23.3,161,0
M510,61.2,252,0
M557,50.3,181,1
M365,72.2,270,0
M760,87.5,69,1
M241,14.7,272,0
M269,91.9,209,1
M652,71.7,120,1
M832,91.6,398,0
M231,37.5,289,0
M696,62.4,236,1
M689,72.6,206,0
M757,46.1,404,1
M481,33.7,314,0
M217,62.0,185,0
M648,54.5,286,0
M822,33.3,75,0
M470,96.6,218,1
M509,29.6,336,1
M577,75.6,67,0
M424,42.5,333,1
M968,21.8,231,1
M335,14.6,334,0
M590,88.6,30,1
M581,55.3,446,1
M808,31.4,301,1
M146,96.7,139,0
M030,37.8,396,0
M872,94.2,154,0
M680,34.5,341,0
M170,69.9,392,1
M151,76.7,308,0
M031,98.3,25,0
M201,41.5,333,1
M571,28.9,386,0
M611,84.3,48,1
M379,84.4,131,0
M231,59.4,381,1
M608,16.4,33,0
M024,98.8,374,1
M155,67.3,368,1
M969,80.3,474,1
M685,81.4,66,1
M791,92.0,277,0
M927,29.5,124,1
M490,35.9,388,0
M509,51.8,259,1
M317,50.2,11,1
M899,40.2,178,1
M282,70.6,330,0
M599,11.0,259,1
M398,94.8,64,1
M216,48.2,300,0
M962,62.7,49,0
M015,65.0,133,1
M148,35.6,266,0
M953,36.4,437,1
M844,34.5,417,1
M343,46.2,456,1
M053,65.5,130,1
M288,53.0,193,0
M535,24.2,393,1
M609,46.5,475,0
M991,23.5,257,1
M576,11.2,443,1
M205,88.7,356,0
M756,73.0,219,0
M781,96.5,183,0
M221,27.1,264,1
M813,18.9,169,1
M674,72.4,194,1
M165,21.3,320,1
M494,75.1,48,0
M079,39.3,298,1
M311,55.9,165,1
M441,83.2,93,1
M224,64.4,452,0
M479,72.7,135,0
M652,54.7,106,0
M250,72.9,349,1
M262,71.0,89,0
M781,63.8,415,1
M487,75.2,80,1
M727,75.7,349,0
M380,48.4,435,1
M076,85.2,421,0
M384,18.7,414,1
M338,84.9,41,1
M929,34.7,280,1
M300,52.1,42,0
M573,89.6,31,1
M144,84.7,151,1
M827,19.7,150,1
M490,10.2,290,0
M656,80.8,164,0
M452,82.9,349,1
M369,57.2,330,1
M775,24.4,63,0
M753,89.8,453,0
M159,14.8,125,0
M700,32.2,267,0
M761,47.3,437,1
M474,69.0,106,1
M087,55.8,474,0
M922,72.3,300,1
M069,67.2,459,0
M820,74.3,265,0
M356,23.9,248,1
M575,12.9,27,0
M836,10.8,26,1
M822,37.7,30,0
M724,37.1,377,0
M473,72.0,103,0
M782,77.1,83,1
M454,83.7,177,0
M414,97.9,89,1
M149,63.8,12,0
M306,28.9,327,1
M391,13.9,367,1
M228,41.3,171,0
M836,70.5,369,0
M727,33.9,80,0
M878,30.1,74,0
M776,38.3,399,0
M653,47.8,176,1
M203,89.3,166,0
M456,30.4,227,1
M596,86.7,157,1
M714,85.9,477,0
M897,61.9,429,1
M948,26.0,156,0
M444,85.2,48,0
M489,43.1,40,1
M863,50.2,72,0
M565,80.1,179,0
M815,61.4,195,0
M949,74.9,443,1
M191,79.7,120,1
M438,74.5,286,0
M839,65.0,76,1
M458,24.9,379,1
M062,52.7,65,1
M878,16.1,33,0
M540,92.8,229,1
M688,86.3,74,0
M402,43.1,137,0
M281,91.6,111,0
M290,45.2,338,0
M311,25.3,385,1
M453,94.2,229,1
M933,39.9,27,0
M779,69.9,150,1
M061,29.9,177,1
M040,33.8,255,1
M643,10.8,453,0
M094,99.6,418,0
M207,84.1,18,1
M786,98.1,22,1
M338,95.9,300,0
M518,78.4,175,0
M513,97.2,381,1
M112,14.4,102,0
M677,58.4,124,1
M156,90.7,453,1
M478,93.4,29,0
M248,94.6,252,1
M269,62.0,54,0
M573,43.0,39,1
M069,57.7,167,1
M280,26.7,241,0
M121,49.3,62,0
M998,80.2,215,0
M146,43.8,236,0
M951,74.8,479,1
M087,15.8,337,1
M708,32.8,235,0
M503,51.0,462,0
M050,67.2,32,0
M351,31.7,342,1
M372,62.4,447,1
M908,31.3,63,0
M596,72.5,307,0
M011,44.6,322,0
M569,53.3,74,1
M843,66.4,414,0
M044,90.9,427,1
M290,94.1,368,1
M276,88.2,281,1
M464,61.5,244,1
M315,90.0,420,1
M296,14.1,212,0
M674,60.1,254,0
M623,55.8,80,1
M609,28.9,45,1
M536,84.5,283,0
M540,91.1,189,1
M475,32.3,308,0
M238,86.5,201,1
M678,40.6,219,0
M665,31.4,368,1
M104,78.5,279,0
M272,90.1,58,1
M768,55.9,480,1
M613,52.7,90,0
M315,81.1,234,0
M657,24.7,271,0
M539,15.2,187,1
M889,64.7,118,1
M973,90.5,435,0
M669,91.0,89,1
M493,18.7,318,1
M254,96.6,454,0
M006,83.2,344,0
M899,23.3,279,1
M962,23.2,90,1
M968,19.3,280,1
M958,94.0,143,0
M769,64.8,119,1
M094,43.2,435,0
M649,17.4,197,0
M466,70.1,286,0
M742,63.1,126,1
M392,14.1,285,1
M196,44.7,418,0
M172,98.7,287,0
M331,49.8,126,1
M096,12.1,74,0
M257,81.5,372,1
M634,13.0,273,0
M841,57.1,73,1
M831,61.1,36,1
M534,80.0,431,1
M502,90.6,89,0
M779,45.4,187,0
M796,82.1,166,0
M843,62.3,285,0
M354,74.5,217,0
M820,58.9,399,1
M757,51.3,315,1
M650,75.8,243,1
M857,35.7,218,0
M233,71.3,96,1
M055,47.0,115,1
M424,23.5,445,0
M162,32.7,185,1
M365,63.5,225,1
M828,34.0,21,1
M500,89.0,256,1
M928,39.4,131,1
M053,57.5,480,1
M211,94.5,440,0
M925,43.1,414,0
M1000,94.3,281,0
M527,70.1,428,1
M235,88.8,181,1
M643,18.8,454,0
M178,37.0,384,0
M225,77.6,353,0
M858,10.6,291,0
M072,97.6,264,0
M431,93.4,141,0
M358,75.9,43,1
M751,63.6,439,0
M556,96.5,141,0
M848,97.2,326,0
M999,19.7,141,0
M094,75.8,24,0
M242,89.5,387,1
M076,78.6,471,1
M622,41.8,102,0
M672,21.4,325,0
M358,99.1,401,1
M963,73.5,158,1
M930,28.7,94,1
M525,37.0,147,0
M209,77.3,39,1
M245,49.5,467,0
M536,31.1,239,1
M036,28.8,306,0
M183,16.7,49,1
M524,57.7,32,0
M554,97.3,112,0
M810,13.8,134,1
M561,77.7,417,0
M252,56.2,23,0
M777,31.7,35,0
M027,78.4,294,1
M843,68.9,398,1
M010,99.3,119,0
M942,83.5,409,0
M981,27.8,409,0
M792,55.7,24,1
M544,53.2,411,0
M764,83.9,406,0
M217,41.4,200,1
M257,18.7,328,1
M774,40.4,315,0
M685,16.2,114,1
M614,47.1,290,0
M950,56.1,164,1
M132,87.5,302,0
M741,68.6,303,1
M754,59.5,354,1
M721,74.1,374,0
M610,87.0,232,0
M770,84.4,125,1
M800,92.7,219,0
M990,93.9,156,0
M350,52.4,46,1
M951,60.8,40,0
M408,90.7,415,0
M398,62.3,309,0
M670,56.3,219,0
M956,89.6,322,1
M239,76.1,36,1
M474,69.5,372,0
M851,45.8,89,1
M382,46.6,242,0
M205,74.8,107,1
M446,73.9,166,1
M112,32.3,480,0
M600,56.7,336,1
M305,28.9,287,1
M274,32.3,206,0
M516,57.0,161,0
M532,25.7,85,0
M422,49.1,244,1
M555,89.5,243,1
M681,64.1,71,1
M965,90.3,88,1
M065,26.2,320,0
M904,70.9,448,0
M263,77.5,344,1
M040,65.2,55,1
M794,14.2,173,0
M853,96.1,427,0
M977,50.4,349,1
M684,13.6,95,0
M473,13.9,161,1
M535,86.5,464,1
M345,20.1,440,1
M618,37.7,72,1
M585,50.1,12,1
M359,56.4,83,0
M987,86.8,320,0
M041,17.1,178,1
M613,19.4,157,0
M137,13.9,306,1
M185,43.4,428,1
M808,89.1,152,0
M651,68.2,284,1
M354,68.6,294,0
M254,22.5,222,0
M072,93.5,119,1
M653,53.1,50,1
M608,91.0,380,0
M172,80.7,109,0
M783,57.3,264,1
M767,11.2,107,1
M329,10.8,65,1
M078,25.6,220,0
M964,14.3,248,1
M224,14.5,185,0
M383,29.8,152,1
M212,99.2,233,0
M343,92.1,427,1
M327,79.6,149,0
M424,66.5,462,1
M647,11.5,291,0
M503,32.0,437,0
M152,62.5,53,0
M005,87.9,192,0
M207,51.6,401,0
M030,29.5,432,0
M345,12.3,295,0
M465,60.9,394,1
M809,10.8,45,1
M214,45.1,354,0
M920,84.8,236,0
M637,84.9,439,0
M162,31.8,289,1
M452,22.7,42,1
M902,34.6,275,1
M365,68.6,418,0
M604,76.2,269,0
M741,65.4,93,1
M728,18.3,17,0
M303,15.3,240,0
M450,83.8,457,1
M736,15.0,420,1
M655,36.4,340,1
M149,66.8,327,1
M172,56.7,38,0
M777,90.4,67,1
M821,58.1,445,1
M194,34.6,82,0
M317,17.4,386,1
M959,74.6,173,0
M288,20.9,50,1
M553,55.8,250,0
M523,51.6,264,0
M988,61.7,181,1
M746,38.5,67,1
M022,52.7,81,1
M448,99.1,49,0
M058,52.3,358,1
M387,99.5,339,1
M807,95.0,480,1
M769,67.7,247,1
M996,44.6,24,0
M070,28.3,248,0
M388,13.4,72,0
M179,19.1,343,1
M798,76.2,260,0
M356,92.7,472,1
M813,57.7,49,1
M280,56.0,274,1
M934,17.8,271,0
M830,57.5,170,1
M835,43.2,293,0
M721,48.0,221,0
M436,94.2,259,1
M491,82.2,245,0
M621,91.6,268,0
M349,94.3,20,0
M933,10.8,198,1
M188,83.6,293,0
M600,93.0,377,1
M615,99.8,197,0
M919,19.6,474,1
M891,42.2,140,0
M153,81.3,200,1
M525,65.8,70,1
M764,37.5,156,1
M019,33.0,456,0
M890,54.3,53,1
M298,62.5,215,0
M685,35.9,355,0
M060,65.3,422,0
M440,39.2,246,1
M834,99.4,180,0
M439,13.5,113,0
M139,96.8,320,1
M836,11.0,474,1
M497,44.3,346,1
M287,53.5,262,1
M937,14.3,362,1
M416,76.3,101,1
M133,62.0,340,1
M030,91.3,448,1
M448,59.1,285,0
M594,69.3,403,1
M095,37.8,193,0
M055,48.2,438,1
M424,28.7,246,1
M804,14.6,53,0
M364,49.1,417,1
M566,85.2,15,1
M087,18.8,182,0
M888,81.3,328,0
M087,43.2,337,0
M445,40.8,458,0
M600,11.2,473,0
M616,49.5,418,1
M387,84.8,472,1
M210,21.3,386,1
M497,63.1,35,0
M465,39.7,317,0
M387,42.6,52,0
M745,70.8,166,0
M299,92.0,421,1
M798,84.0,246,0
M730,95.2,445,1
M202,53.6,276,0
M615,28.4,473,0
M651,55.0,56,0
M455,52.8,477,1
M046,67.6,83,1
M669,24.7,33,1
M917,99.3,62,1
M929,94.6,23,0
M522,99.8,16,0
M160,37.6,266,0
M860,80.0,213,1
M178,38.1,459,0
M437,87.9,174,1
M475,21.3,294,0
M162,20.9,408,0
M957,16.7,44,0
M062,69.1,435,1
M050,84.7,122,0
M755,19.0,115,0
M009,69.4,240,0
M575,32.8,307,0
M627,58.5,274,1
M795,56.1,327,1
M929,46.2,337,1
M705,87.1,413,0
M724,64.9,382,0
M467,18.3,137,1
M152,49.1,76,0
M767,54.7,437,0
M101,46.1,138,0
M505,23.1,282,0
M017,77.8,370,1
M174,89.4,435,1
M072,19.7,47,0
M299,72.0,253,1
M638,46.0,28,1
M344,88.4,85,1
M263,24.6,180,0
M113,31.6,363,0
M158,52.2,95,1
M529,77.6,310,0
M272,19.5,24,1
M341,32.9,118,0
M209,34.9,193,0
M857,18.3,69,0
M986,12.0,422,0
M985,24.5,131,1
M949,53.4,260,1
M511,32.3,126,0
M151,75.7,436,0
M354,48.1,35,0
M029,14.6,278,0
M307,21.6,243,0
M781,69.9,71,1
M328,16.1,130,0
M718,24.5,462,1
M421,59.5,256,0
M437,67.1,226,1
M562,70.1,382,1
M411,97.6,425,1
M598,69.5,68,0
M357,85.4,26,1
M842,56.2,298,0
M634,83.0,446,1
M413,77.6,214,0
M519,44.0,49,1
M577,55.8,249,0
M729,81.9,278,1
M586,33.4,36,0
M595,64.8,190,1
M343,51.6,179,0
M816,48.7,284,1
M171,26.6,79,1
M815,71.1,177,0
M514,36.0,147,1
M245,61.4,469,0
M603,30.1,107,1
M357,78.0,261,0
M248,64.8,314,0
M475,47.5,59,0
M226,93.8,256,1
M263,86.3,336,1
M872,82.7,81,1
M804,43.8,163,1
M296,42.6,442,1
M386,27.1,303,0
M268,63.6,153,0
M434,91.0,44,1
M544,50.9,347,0
M001,19.1,318,0
M044,60.2,468,0
M349,86.0,321,1
M782,78.8,224,1
M748,12.9,346,1
M013,11.9,248,1
M021,18.1,456,1
M449,89.3,137,0
M170,98.9,417,1
M194,25.4,108,0
M724,76.6,31,1
M987,71.0,182,1
M042,34.2,256,0
M772,98.1,452,1
M374,59.6,261,1
M261,30.4,174,1
M968,47.9,473,1
M854,15.8,226,1
M076,65.5,184,1
M794,88.9,226,1
M037,68.6,363,1
M724,39.2,79,0
M388,17.6,130,0
M341,47.4,255,1
M756,29.8,408,1
M719,90.1,287,0
M170,32.1,271,0
M955,27.9,288,0
M223,34.5,169,0
M353,62.2,322,0
M203,15.4,201,0
M891,35.7,38,0
M216,69.3,339,1
M593,13.2,114,1
M585,17.9,238,0
M834,87.4,128,1
M760,27.8,165,1
M711,23.7,107,1
M840,45.6,90,0
M731,94.7,106,1
M296,89.0,346,1
M699,85.4,295,0
M412,83.4,269,0
M077,24.2,331,1
M935,95.9,344,0
M409,17.7,42,0
M591,14.1,98,1
M918,79.5,68,1
M395,57.2,49,0
M977,98.8,293,1
M301,23.2,189,0
M118,67.4,90,1
M874,91.7,62,1
M317,16.3,296,0
M292,90.2,199,1
M695,78.5,67,1
M079,95.1,212,1
M127,72.7,257,0
M223,92.4,472,1
M871,61.8,333,1
M551,55.0,422,1
M640,76.5,443,1
M021,61.5,197,1
M936,87.7,253,0
M898,74.6,170,0
M413,30.7,53,1
M146,72.3,263,0
M379,79.7,443,1
M511,43.6,453,0
M165,58.4,255,1
M917,90.7,401,1
M170,13.3,466,0
M001,52.1,397,0
M015,70.0,271,0
M855,35.0,235,1
M269,14.8,148,0
M770,33.0,76,0
M033,86.7,197,0
M869,82.2,369,0
M520,54.8,282,1
M426,53.7,244,0
M658,23.2,199,1
M051,69.8,323,1
M264,88.8,455,1
M549,29.0,419,1
M203,38.5,301,0
M322,47.1,158,0
M817,55.4,252,1
M555,20.4,172,0
M400,91.9,170,0
M664,94.3,170,0
M202,42.2,241,0
M488,64.2,418,1
M342,48.6,277,0
M184,77.1,220,1
M576,90.6,383,0
M048,15.0,421,1
M389,17.9,153,0
M552,81.8,90,1
M652,90.3,366,1
M209,27.0,11,0
M517,89.6,146,0
M398,10.1,257,1
M696,41.7,350,1
M538,89.6,171,0
M735,43.0,148,0
M436,49.3,400,0
M468,81.5,450,1
M371,58.6,181,1
M197,28.6,107,1
M177,88.1,401,1
M024,81.3,58,0
M643,35.5,146,0
M473,81.6,68,0
M610,51.9,298,1
M411,43.5,169,1
M408,59.2,56,1
M026,50.3,98,0
M659,88.4,331,1
M027,78.7,309,0
M429,53.0,473,0
M192,87.6,122,0
M324,72.8,313,0
M078,34.3,101,0
M789,30.2,106,1
M096,91.2,372,0
M132,47.3,419,1
M878,95.2,183,0
M595,41.1,326,0
M635,96.2,94,1
M389,35.3,110,0
M730,60.7,27,1
M908,76.8,195,1
M837,97.3,191,0
M204,12.2,170,0
M015,44.6,314,1
M040,39.6,226,1
M831,55.7,22,0
M684,22.3,317,1
M741,14.5,43,0
M526,22.6,346,1
M575,26.6,428,0
M1000,31.4,110,1
M404,54.0,128,1
M825,79.6,145,0
M722,76.6,290,1
M439,24.7,477,1
M070,91.5,226,1
M162,71.4,170,1
M696,35.0,190,0
M488,63.5,268,0
M860,71.7,279,1
M980,68.7,424,1
M799,84.0,261,1
M931,48.4,347,1
M919,59.4,134,1
M482,43.8,213,0
M689,36.8,261,0
M434,85.3,216,0
M595,48.3,271,1
M338,37.3,167,0
M168,16.6,12,1
M113,69.6,43,1
M462,83.7,133,0
M638,28.8,311,0
M992,27.5,143,0
M677,93.3,301,1
M724,62.5,469,0
M314,52.8,64,0
M275,18.9,194,1
M382,64.4,321,0
M871,81.3,141,1
M765,58.8,71,0
M067,87.6,164,1
M003,98.4,104,1
M314,84.6,177,1
M831,28.9,360,1
M372,25.5,333,0
M399,82.1,415,1
M888,82.4,313,0
M250,87.5,73,0
M712,95.5,145,0
